,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"08 - Loisirs, culture et culte","0,6","0,5","0,3","0,3","0,4","0,2","0,4","0,6","0,4","0,4","0,4","0,6","0,4","0,7","0,3","0,2","0,3","0,2","0,1","0,1"
    08.1 - Services récréatifs et sportifs,"0,1","0,1","0,1","0,1","0,1","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,0","0,1","0,1","0,0","0,0"
    08.2 - Services culturels,"0,4","0,3","0,2","0,2","0,4","0,2","0,3","0,4","0,3","0,3","0,3","0,4","0,3","0,5","0,2","0,1","0,2","0,1","0,1","0,1"
"    08.3 - Services de radiodiffusion, de télévision et d'édition","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,1","0,0","0,0","0,0"
    08.4 - Culte et autres services communautaires,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"    08.5 - R-D dans le domaine des loisirs, de la culture et du culte","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"    08.6 - Loisirs, culture et culte n.c.a.","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
09 - Enseignement,"0,6","0,2","0,1","0,1","0,1","0,1","0,0","0,2","0,2","0,2","0,2","0,4","0,3","0,5","0,4","0,3","0,3","0,5","0,4","0,4"
    09.1 - Enseignement préélémentaire et primaire,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    09.2 - Enseignement secondaire,"0,1","0,1","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,2","0,2"
    09.3 - Enseignement postsecondaire non supérieur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    09.4 - Enseignement supérieur,"0,5","0,1","0,1","0,1","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,0","0,0","0,0","0,1","0,0","0,0"
    09.5 - Enseignement non défini par niveau,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
    09.6 - Services annexes à l'enseignement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1"
    09.7 - R-D dans le domaine de l'enseignement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    09.8 - Enseignement n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
10 - Protection sociale,"1,5","0,8","1,0","0,8","2,7","1,3","2,7","1,7","2,5","2,3","2,1","2,6","4,7","3,1","2,3","2,5","2,6","2,3","2,3","2,9"
    10.1 - Maladie et invalidité,"0,2","0,1","0,1","0,1","0,4","0,0","0,3","0,0","0,2","0,2","0,1","0,1","1,6","0,5","0,3","0,4","0,5","0,2","0,2","0,1"
    10.2 - Vieillesse,"0,4","0,1","0,1","0,1","0,3","0,2","0,8","0,4","1,2","1,0","0,4","0,4","0,9","0,5","0,1","0,1","0,1","0,1","0,1","0,5"
    10.3 - Survivants,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,1","0,2","0,2","0,3","0,2","0,3","0,2","0,5"
    10.4 - Famille et enfants,"0,2","0,1","0,1","0,1","0,4","0,0","0,3","0,0","0,3","0,4","0,1","0,1","0,9","0,2","0,1","0,1","0,2","0,1","0,1","0,1"
    10.5 - Chômage,"0,3","0,2","0,2","0,2","1,0","0,6","0,8","0,5","0,2","0,2","0,7","0,8","0,6","0,9","1,0","1,0","1,1","1,1","1,2","1,3"
    10.6 - Logement,"0,3","0,2","0,3","0,2","0,4","0,3","0,4","0,5","0,4","0,4","0,5","0,7","0,5","0,7","0,5","0,5","0,4","0,4","0,4","0,4"
    10.7 - Exclusion sociale n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    10.8 - R-D dans le domaine de la protection sociale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    10.9 - Protection sociale n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,0","0,0"
 ,,,,,,,,,,,,,,,,,,,,
Acquisition nette d'actifs non financiers (P5+NP),"53,4","53,6","49,4","53,2","55,8","59,9","61,8","63,6","66,0","69,9","73,6","75,0","79,5","81,6","86,1","85,1","83,3","86,0","88,4","81,7"
01 - Services généraux des administrations publiques,"5,8","5,6","5,6","5,8","6,9","7,4","7,2","7,1","7,7","8,6","9,2","9,2","10,5","10,6","12,4","9,5","9,2","9,5","12,2","11,3"
"    01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères","0,3","0,3","0,3","0,3","0,3","0,3","0,4","0,4","0,4","0,4","0,4","0,4","0,7","0,6","1,1","0,0","-0,2","-1,9","0,2","0,2"
    01.2 - Aide économique extérieure,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    01.3 - Services généraux,"3,0","2,8","2,8","2,9","3,8","4,2","3,9","4,0","4,1","4,9","5,2","5,5","6,1","6,5","7,7","5,6","5,5","7,7","6,8","6,1"
    01.4 - Recherche fondamentale,"2,4","2,4","2,4","2,5","2,7","2,7","2,8","2,5","3,1","3,2","3,4","3,2","3,5","3,3","3,3","3,6","3,7","3,5","3,7","3,6"
    01.5 - R & D concernant les services généraux des administrations publiques,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    01.6 - Services généraux des administrations publiques n.c.a.,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","1,5","1,4"
    01.7 - Opérations concernant la dette publique,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    01.8 - Transferts de caractère général entre administrations publiques,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
02 - Défense,"6,9","6,5","4,2","6,4","6,2","5,2","7,2","7,7","6,0","6,6","4,7","4,7","4,2","4,6","5,8","6,5","5,6","6,6","5,9","5,1"
    02.1 - Défense militaire,"6,4","6,0","4,1","5,9","5,7","4,9","6,5","7,0","5,6","6,2","4,3","4,3","3,8","4,2","5,3","5,8","4,9","6,0","5,6","4,9"
    02.2 - Défense civile,"0,1","0,0","0,0","0,1","0,0","0,0","0,1","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,0","0,0","0,0"
    02.3 - Aide militaire à des pays étrangers,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    02.4 - R-D concernant la défense,"0,2","0,2","0,1","0,2","0,2","0,2","0,3","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,1"
    02.5 - Défense n.c.a.,"0,3","0,2","0,0","0,2","0,2","0,1","0,3","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,4","0,5","0,4","0,2","0,1"
03 - Ordre et sécurité publics,"1,3","1,2","1,0","1,2","1,3","1,4","2,1","2,3","2,2","2,0","2,2","2,2","2,5","2,7","2,9","3,2","2,3","2,0","2,1","1,9"
    03.1 - Services de police,"0,7","0,6","0,5","0,6","0,6","0,6","1,0","1,0","1,0","0,9","1,0","0,9","1,0","1,1","1,2","1,2","0,8","0,5","0,5","0,5"
    03.2 - Services de protection civile,"0,3","0,2","0,2","0,2","0,3","0,3","0,5","0,6","0,7","0,6","0,7","0,8","0,9","1,0","1,1","1,0","1,0","1,0","1,0","0,9"
    03.3 - Tribunaux,"0,2","0,2","0,1","0,2","0,2","0,2","0,3","0,3","0,3","0,2","0,3","0,3","0,3","0,3","0,3","0,3","0,1","0,2","0,2","0,2"
    03.4 - Administration pénitentiaire,"0,2","0,2","0,1","0,2","0,2","0,2","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,5","0,3","0,3","0,4","0,4"
    03.5 - R-D concernant l'ordre et la sécurité publics,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    03.6 - Ordre et sécurité publics n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,0","0,1","0,1","0,1","0,1","0,1","0,0","0,0","0,0"
04 - Affaires économiques,"20,8","22,4","20,5","20,8","19,9","22,9","20,0","20,3","22,7","22,7","24,8","25,0","26,0","26,1","25,9","27,2","26,2","27,8","28,4","26,4"
"    04.1 - Tutelle de l'économie générale, des échanges et de l'emploi","0,4","0,5","0,5","0,5","0,4","0,5","0,5","0,4","0,5","0,5","0,6","0,6","0,6","0,6","0,6","0,6","0,6","1,1","1,1","0,9"
"    04.2 - Agriculture, sylviculture, pêche et chasse","0,6","0,6","0,6","0,6","0,6","0,7","0,6","0,6","0,6","0,6","0,7","0,7","0,8","0,7","0,7","0,7","0,7","0,3","0,3","0,3"
    04.3 - Combustibles et énergie,"1,1","1,2","1,0","1,0","1,0","1,2","1,1","0,9","1,1","1,1","1,2","1,3","1,4","1,3","1,2","1,2","1,4","2,1","2,1","2,0"
"    04.4 - Industries extractives et manufacturières, construction","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    04.5 - Transports,"12,1","12,8","11,9","11,9","11,2","13,4","10,7","10,8","12,7","12,9","13,9","14,1","14,5","14,2","13,4","14,1","13,2","13,5","13,7","12,4"
    04.6 - Communications,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,7","0,8","0,7"
    04.7 - Autres branches d'activité,"1,1","1,1","1,1","1,1","1,0","1,2","1,1","1,0","1,1","1,2","1,2","1,3","1,4","1,4","1,3","1,4","0,9","1,0","1,1","1,0"
    04.8 - R-D concernant les affaires économiques,"5,4","6,0","5,3","5,6","5,7","5,8","6,0","6,5","6,6","6,3","7,1","7,0","7,3","7,6","8,6","9,0","9,2","8,9","9,1","9,0"
    04.9 - Affaires économiques n.c.a.,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2"
05 - Protection de l'environnement,"2,2","2,1","2,3","2,4","2,8","3,2","3,6","3,4","3,3","3,8","4,5","4,5","5,0","5,2","5,3","5,4","5,7","5,7","5,6","5,0"
    05.1 - Gestion des déchets,"0,5","0,5","0,6","0,6","0,7","0,8","0,8","0,8","0,8","0,9","1,1","1,1","1,2","1,3","1,3","1,4","1,5","1,5","1,5","1,4"
    05.2 - Gestion des eaux usées,"1,3","1,1","1,2","1,3","1,6","1,8","2,0","1,8","1,9","2,2","2,6","2,7","2,9","3,1","3,2","3,1","3,2","3,1","2,9","2,6"
    05.3 - Lutte contre la pollution,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,2","0,2","0,1"
    05.4 - Préservation de la diversité biologique et protection de la nature,"0,2","0,3","0,3","0,3","0,3","0,3","0,4","0,4","0,3","0,4","0,4","0,4","0,5","0,5","0,5","0,5","0,6","0,7","0,7","0,7"
    05.5 - R-D dans le domaine de la protection de l'environnement,"0,0","0,0","0,0","0,0","0,0","0,1","0,2","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,2","0,2","0,2","0,2","0,2"
    05.6 - Protection de l'environnement n.c.a.,"0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,1","0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
06 - Logements et équipements collectifs,"3,1","2,8","3,2","3,3","4,0","4,7","5,2","5,4","5,3","5,9","6,3","6,9","7,7","7,8","8,0","7,0","7,2","6,2","6,9","6,2"
    06.1 - Logements,"0,1","0,1","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,1","0,0","0,0","0,0","0,0","0,0"
    06.2 - Équipements collectifs,"2,0","1,8","2,3","2,3","2,7","3,2","3,5","3,6","3,6","4,0","4,2","4,6","5,2","5,3","5,6","4,6","5,0","4,5","4,9","4,4"
    06.3 - Alimentation en eau,"0,8","0,7","0,7","0,7","0,9","1,1","1,3","1,3","1,3","1,4","1,5","1,7","1,8","1,9","1,8","1,8","1,7","1,3","1,5","1,4"
    06.4 - Éclairage public,"0,2","0,2","0,2","0,2","0,3","0,3","0,4","0,4","0,4","0,4","0,5","0,5","0,6","0,6","0,6","0,6","0,6","0,5","0,5","0,5"
    06.5 - R-D dans le domaine du logement et des équipements collectifs,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    06.6 - Logement et équipements collectifs n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","-0,1","0,0","-0,1","-0,1","0,0","-0,1","-0,1","-0,1"
07 - Santé,"5,1","5,4","5,3","5,1","4,7","5,3","5,1","5,3","6,2","6,5","7,3","7,6","6,8","6,9","7,0","7,0","8,0","8,6","7,7","7,8"
"    07.1 - Produits, appareils et matériels médicaux","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.2 - Services ambulatoires,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    07.3 - Services hospitaliers,"4,4","4,7","4,6","4,4","4,0","4,5","4,2","4,4","5,2","5,5","6,3","6,6","5,8","5,8","5,7","5,8","6,9","7,4","6,4","6,5"
    07.4 - Services de santé publique,"0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,1","-0,1","0,1","0,0","0,0"
    07.5 - R-D dans le domaine de la santé,"0,7","0,7","0,6","0,7","0,7","0,7","0,8","0,8","0,9","0,9","0,9","0,9","1,0","1,0","1,1","1,1","1,1","1,1","1,2","1,2"
    07.6 - Santé n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,1","0,1","0,0"
"08 - Loisirs, culture et culte","3,7","3,3","3,2","3,6","4,2","4,3","5,1","4,9","5,2","5,8","6,4","6,7","7,1","6,9","6,6","6,8","6,8","7,3","8,1","7,3"
    08.1 - Services récréatifs et sportifs,"1,7","1,6","1,5","1,8","2,1","2,1","2,5","2,5","2,6","2,9","3,3","3,4","3,7","3,6","3,4","3,4","3,6","3,8","4,1","3,7"
    08.2 - Services culturels,"1,9","1,6","1,6","1,8","2,1","2,2","2,6","2,4","2,5","2,8","3,1","3,2","3,3","3,2","3,1","3,4","3,1","3,5","3,8","3,5"
"    08.3 - Services de radiodiffusion, de télévision et d'édition","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    08.4 - Culte et autres services communautaires,"0,0","0,0","0,0","0,0","0,0","0,0","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
"    08.5 - R-D dans le domaine des loisirs, de la culture et du culte","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"    08.6 - Loisirs, culture et culte n.c.a.","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
09 - Enseignement,"4,3","4,2","4,1","4,3","5,3","5,1","5,7","6,1","6,0","6,5","6,6","6,7","7,1","8,0","9,2","9,4","8,8","8,6","8,4","7,7"
    09.1 - Enseignement préélémentaire et primaire,"1,0","1,0","1,0","0,9","1,4","1,2","1,4","1,5","1,5","1,6","1,6","1,7","1,8","2,0","2,2","2,2","2,4","0,8","2,8","2,5"
    09.2 - Enseignement secondaire,"2,0","1,9","1,9","1,9","2,7","2,4","2,7","3,0","2,9","3,1","3,2","3,3","3,6","3,8","4,2","3,6","3,4","5,2","3,2","2,9"
    09.3 - Enseignement postsecondaire non supérieur,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3","0,1","0,0","0,1","0,1"
    09.4 - Enseignement supérieur,"0,8","0,8","0,8","1,0","0,7","1,0","1,0","1,0","1,0","1,1","1,1","1,1","1,0","1,4","1,9","2,4","2,2","1,9","1,5","1,4"
    09.5 - Enseignement non défini par niveau,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,2","0,2","0,3","0,2","0,1","0,1","0,1","0,1"
    09.6 - Services annexes à l'enseignement,"0,4","0,4","0,3","0,4","0,4","0,4","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,6","0,7","0,7","0,6","0,6","0,7","0,6"
    09.7 - R-D dans le domaine de l'enseignement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    09.8 - Enseignement n.c.a.,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
10 - Protection sociale,"0,2","0,1","0,2","0,3","0,5","0,4","0,5","1,1","1,3","1,4","1,6","1,4","2,4","2,7","2,9","3,1","3,6","3,5","3,2","3,1"
    10.1 - Maladie et invalidité,"-0,1","-0,1","-0,1","-0,1","0,0","-0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,2","0,4","0,4","0,4","0,4","0,4","0,4"
    10.2 - Vieillesse,"-0,3","-0,3","-0,3","-0,3","-0,2","-0,2","-0,2","0,3","0,5","0,5","0,5","0,3","0,6","1,0","1,0","1,3","1,6","1,6","1,0","1,1"
    10.3 - Survivants,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    10.4 - Famille et enfants,"0,3","0,2","0,3","0,3","0,3","0,4","0,4","0,4","0,4","0,5","0,6","0,6","0,8","0,7","0,8","0,7","0,8","0,8","1,0","0,9"
    10.5 - Chômage,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,1","0,2","0,1","0,2","0,2","0,2","0,2"
    10.6 - Logement,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    10.7 - Exclusion sociale n.c.a.,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,2","0,2","0,1","0,1"
    10.8 - R-D dans le domaine de la protection sociale,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
    10.9 - Protection sociale n.c.a.,"0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,3","0,3","0,4","0,4","0,4","0,3","0,4","0,4","0,4","0,3"
,,,,,,,,,,,,,,,,,,,,
Milliards d'euros,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Source : Comptes nationaux - Base 2010, Insee",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"(*) Hors dépenses à l'intérieur du sous-secteur (intérêts, transferts courants et en capital).",,,,,,,,,,,,,,,,,,,,
